M&A Deal Number ;Target Name ;Acquiror Name ;Announcement Date ;Deal Status ;Deal Value ;Target Nation ;Target TRBC Economic Sector ;Acquiror Net Sales LTM ;Acquiror EBIT LTM ;Acquiror EBITDA LTM ;Acquiror Pre-tax Income LTM ;Acquiror Net Income LTM ;Acquiror Earnings Per Share LTM ;Acquiror Total Assets ;Currency of Acquiror Financials ;Date of Acquiror Financials ;Net Sales LTM ;EBIT LTM ;EBIT 3 Year Growth (%) ;EBIT 5 Year Growth (%) ;EBITDA LTM ;EBITDA Margin LTM ;Pre-tax Income LTM ;Net Income LTM ;Earnings Per Share LTM ;Cash and Short Term ;Total Assets ;Short Term Debt ;Net Debt ;Total Liabilities ;Total Debt ;Common Equity ;Equity Value at Announcement ;Equity Value at Effective Date ;Enterprise Value at Announcement ;Enterprise Value at Effective Date ;Book Value per Share ;Currency of Target Financials ;Date of Target Financials ;Acquiror Financial Advisor Name ;Acquiror Financial Advisor Assignments ;Acquiror Financial Advisor Credit ;Acquiror Financial Advisor Parent Name ;Acquiror Financial Advisor Fees, Total Amt ;Acquiror Financial Advisor Fees, Total Amt as % of Deal Value ;Acquiror Financial Advisor Imputed Fees Per Advisor ;Acquiror Legal Advisor Name ;Acquiror Legal Advisor Assignments ;Acquiror Legal Advisor Credit ;Target Financial Advisor Name ;Target Financial Advisor Assignments ;Target Financial Advisor Credit ;Target Financial Advisor Parent Name ;Target Financial Advisor Fees, Total Amt ;Target Financial Advisor Fees, Total Amt as % of Deal Value ;Target Financial Advisor Imputed Fees Per Advisor ;Target Legal Advisor Name ;Target Legal Advisor Assignments ;Target Legal Advisor Credit ;Related SDC Deal Number ;Related Deal Type ;Expected Synergy Date ;Status of MMC Ruling ;Target Termination Fee ;Acquiror Termination Fee ;Deal Market Value to EBITDA ;Deal Market Value to EBIT ;Deal Market Value to Pre-tax Income ;Deal Market Value to Net Income ;Deal Enterprise Value to Sales ;Deal Enterprise Value to EBITDA ;Deal Enterprise Value to EBIT ;Deal Enterprise Value to Net Income ;Deal Enterprise Value to Net Assets ;Offer Price to EPS ;Premium % 1 Day Prior to Announcement ;Premium % 1 Week Prior to Announcement ;Premium % 4 Weeks Prior to Announcement ;Investor Group Flag (Y/N) ;Investor Public Status ;Buyside: Financial Sponsor Activity Flag (Y/N) ;Buyside: Soverign Wealth Fund Involvement ;Acquiror Ultimate Parent Primary SIC ;Acquiror Ultimate Parent Macro Industry ;Acquiror Ultimate Parent Mid Industry ;Investor Ultimate Parent SDC Cusip ;Investor Ultimate Parent Names ;Investor Ultimate Parent Public Status ;Effective Date ;Deal Value inc. Net Debt of Target ;Percent of Shares Acquired ;Acquiror Nation ;Acquiror Macro Industry ;Acquiror Mid Industry ;Acquiror Business Description ;Target Macro Industry ;Target Mid Industry ;Target Business Description 
421805040;Institut fuer Schmierstoff- Pruefung(Wintershall AG/BASF);ISP Motorenpruefstaende GmbH;05.07.1994;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Lubricating Oils And Greases;Energy and Power;Petrochemicals;;;;05.07.1994;;100;Germany;Energy and Power;Petrochemicals;"Manufacture engine lubricants; provide commercial testing services to the automobile industry";Energy and Power;Petrochemicals;"Manufacture engine lubricants; provide commercial testing services for the engine lubricant industry"
420813040;Beta Oil Refinery(Mobil Corp);Investor Group;31.12.1990;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;Y;Priv.;N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;"546011
90080W";"Louis Dreyfus Natural Gas
Tusculum Holding BV";Priv.;31.12.1990;;100;Netherlands;Financials;Other Financials;Investor group;Energy and Power;Petrochemicals;Manufacture refined oil
415903040;Raab Karcher AG-Coal Trading Activities(Veba AG);Ruhrkohle Handel(Rohrkohle AG);13.07.1994;Completed;65;Germany;Energy;1.267,20;;;;;;;Deutsche Mark;31.12.1993;921,44;;;;;;;;;;;;;;;;;;;;;Deutsche Mark;31.12.1993;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;0,06;;;;;;;;;N;;N;N;Bituminous Coal And Lignite Surface Mining;Materials;Metals & Mining;;;;23.08.1996;65;100;Germany;Energy and Power;Oil & Gas;Wholesale non bulk petroleum;Materials;Metals & Mining;Wholesale coal
415781040;Beta Oil Refinery(Louis Dreyfus Natural Gas,Tusculum Holding);Louis Dreyfus Natural Gas;13.07.1994;Completed;;Germany;Energy;92,91;15,73;56,9;3,63;2,26;0,11;481,49;U.S. Dollar;31.12.1993;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Crude Petroleum And Natural Gas;Energy and Power;Oil & Gas;;;;13.07.1994;;50;United States of America;Energy and Power;Oil & Gas;"Oil and gas exploration and production; engaged in the acquisition, development, exploration, production and marketing of natural gas and crude oil";Energy and Power;Petrochemicals;Manufacture refined oil
411769040;Anhaltinische Braunkohlesan- ierungs GmbH(Germany);Investor Group;20.06.1994;Status Unknown;;Germany;Energy;;;;;;;;-;;221,72;;;;;;;;;;;;;;;;;;;;;Deutsche Mark;31.12.1993;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;Y;"Priv.
Sub.";N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;"78132R
74130E";"Ruhrkohle Industrie Service
Preussag Energie Intl GmbH";"Priv.
Sub.";;;;Germany;Financials;Other Financials;Investor group;Materials;Metals & Mining;coal mining company
410899040;KG Merk & Co;OMV AG;16.06.1994;Status Unknown;;Germany;Energy;5.466,11;-129,2;496,25;-221,76;-221,77;-0,89;4.926,74;Austrian Schilling;31.12.1993;261,96;;;;;;;;;;;;;;;;;;;;;Deutsche Mark;31.12.1993;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Courier Services, Except By Air;Consumer Products and Services;Professional Services;;;;;;;Austria;Energy and Power;Oil & Gas;OMV AG is engaged in the crude petroleum and natural gas services business. The Company is located in Vienna, Austria.;Energy and Power;Oil & Gas;Own and operate gas filling stations
402899040;Ruhrkohle AG-Oil Business;Elf Oil AG(Societe Nationale);03.05.1994;Status Unknown;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Crude Petroleum And Natural Gas;Energy and Power;Oil & Gas;;;;;;;Germany;Energy and Power;Oil & Gas;"Oil and gas exploration and production; manufacture refined petroleum products";Energy and Power;Oil & Gas;Oil and gas exploration and production
400563040;Gesellschaft fuer Nebenbefriebe der Bundesautoba (Germany);Investors;22.12.1993;Status Unknown;;Germany;Energy;;;;;;;;-;;202,98;;;;;;;;;;;;;;;;;;;;;Deutsche Mark;31.12.1992;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;Y;;N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;;;;;;;Germany;Financials;Other Financials;Investors;Energy and Power;Oil & Gas;Own and operate gasoline service stations
398667040;JV-Hoechst AG,Courtaulds PLC;Courtaulds PLC;05.04.1994;Intended;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Cellulosic Manmade Fibers;Materials;Chemicals;;;;;;;United Kingdom;Materials;Chemicals;Manufacture coatings, sealants, fibers, films, chemicals, and packaging and performance materials;Materials;Chemicals;Manufacture industrial fibers
397215040;Wintershall AG-Salzbergen Lubricants Refinery(BASF AG);Schmeirstofffraffinerie Salz;25.03.1994;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Lubricating Oils And Greases;Energy and Power;Petrochemicals;;;;25.03.1994;;100;Germany;Energy and Power;Petrochemicals;Manufacture lubricants, paraffin wax and other specialty products;Energy and Power;Petrochemicals;Manufacture lubricants, wax, paraffin and other specialty oils
390935040;Erdoel-Erdgas Gommern GmbH (East Germany);Gaz de France Deutschland GmbH;17.12.1993;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;Goldman Sachs & Co;Advisory;;Goldman Sachs & Co;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Natural Gas Transmission;Energy and Power;Oil & Gas;;;;27.05.1994;;100;Germany;Energy and Power;Oil & Gas;Gas utility;Energy and Power;Oil & Gas;"Oil and gas exploration, drilling and production; holding company"
389041040;ITAG Group;Investor Group;26.01.1994;Status Unknown;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;Y;"Priv.
Inv.";N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;"31440F
SD2450";"Felsner Bau und Partner
H Foege Family";"Priv.
Inv.";;;;Germany;Financials;Other Financials;Investor group;Energy and Power;Oil & Gas;Oil and gas exploration and production
385241040;Strombeyer GmbH;Stinnes Intercarbon AG;31.12.1990;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Electric Services;Energy and Power;Power;;;;31.12.1990;;100;Germany;Energy and Power;Oil & Gas;"Wholesale petroleum; own and operate solid and liquid fuel company";Energy and Power;Oil & Gas;Own and operate solid and liquid fuel company
383176040;Stadtwerke Oschersleben GmbH;Ueberland Zntrale Helmstedt AG;29.12.1993;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Electric Services;Energy and Power;Power;;;;29.12.1993;;;Germany;Energy and Power;Power;Provide electric services;Energy and Power;Oil & Gas;Oil and gas exploration and production
376604040;Thyssen Energy GmbH und Co KG (Thyssen Handelsunion AG/ Thyssen AG);Rheinbraun Verkaufs GmbH;12.11.1993;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Electric Services;Energy and Power;Power;;;;12.11.1993;;50;Germany;Consumer Products and Services;Other Consumer Products;Wholesale petroleum and miscellaneous products;Materials;Metals & Mining;Wholesale coal
376597040;Calcem(Ferruzzi Finanziaria, Cementir SpA Cementerie del Tirreno);Ferruzzi Finanziaria SpA;24.09.1993;Completed;;Germany;Energy;11.487,34;687,83;1.414,25;-841,51;-1.136,68;-1,01;22.447,29;Italian Lira;31.12.1992;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Industrial Organic Chemicals, Not Elsewhere Classified;Materials;Chemicals;;;;24.09.1993;;50;Italy;Materials;Chemicals;"Manufacture industrial organic chemicals; holding company";Materials;Chemicals;Manufacture industrial organic chemicals
376141040;SFB Spezial-Filter-und Anlogenbau GmbH und Co KG (Motor-Columbu);Investor;10.11.1993;Completed;;Germany;Energy;;;;;;;;-;;11,12;;;;;;;;;;;;;;;;;;;;;Deutsche Mark;31.12.1992;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;Y;;N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;;;;10.11.1993;;100;Switzerland;Financials;Other Financials;Individual;Materials;Chemicals;Manufacture surface chemicals
376008040;IIM Energy Marketing Services;Cape Range Ltd;09.11.1993;Status Unknown;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Communications Equipment, Not Elsewhere Classified;Telecommunications;Telecommunications Equipment;;;;;;;Australia;Telecommunications;Telecommunications Equipment;"Cape Range Ltd is a telecommunications firm located in West Perth, Western Australia, Australia;Its major product the ARCADIAN Fixed Wireless Multiservice Platform consists of modules including RF, Switching, Multiplexing, IP routing;";Energy and Power;Oil & Gas;Wholesale petroleum products
361950040;Reiter-Lackfabrik GmbH;Crebonit Feidal Industrielack;10.02.1993;Status Unknown;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Industrial Organic Chemicals, Not Elsewhere Classified;Materials;Chemicals;;;;;;;Germany;Materials;Chemicals;Manufacture industrial chemicals;Materials;Chemicals;Manufactures chemicals for the metal processing and furniture industries
359644040;Leuna-Werke AG-Urea-Formaldehyde Adhesive Factory;Atochem Deutschland GmbH;05.08.1993;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Crude Petroleum And Natural Gas;Energy and Power;Oil & Gas;;;;05.08.1993;;100;Germany;Materials;Chemicals;Wholesale chemicals and petroleum;Materials;Chemicals;Manufacture formalydehyde adhesives
359487040;Germany-Laubag Fields;Investor Group;04.08.1993;Status Unknown;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;Y;;N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;;;;;;;Germany;Financials;Other Financials;Investor group;Materials;Metals & Mining;Coal mining field
358485040;Minol Mineraloelhandel-70 Petrol Stations;Seeking Buyer;28.07.1993;S Buyer;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Investors, Not Elsewhere Classified;Financials;Brokerage;;;;;;;Unknown;Financials;Brokerage;Seeking buyer;Energy and Power;Oil & Gas;Own and operate petrol stations
357045040;Energiewerke Schwarze Pumpe AG (Germany);LAUBAG(Germany);26.07.1993;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Bituminous Coal Underground Mining;Materials;Metals & Mining;;;;10.08.1994;;100;Germany;Materials;Metals & Mining;Coal mining;Materials;Metals & Mining;"Coal mining company; manufacture motors and electrical machinery"
344040040;C Deilmann AG;Preussag AG;31.12.1985;Completed;;Germany;Energy;4.885,60;159,2;303,23;107,56;-2,38;;2.268,33;Deutsche Mark;31.12.1985;438,5;46,85;-1,97;-3,14;74,96;0,17;35,8;22,22;;90,66;525,32;;-220,56;295,96;0,67;193,61;;;;;;Deutsche Mark;31.12.1985;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Travel Agencies;Consumer Products and Services;Travel Services;;;;31.12.1985;;;Germany;Consumer Products and Services;Travel Services;Preussag AG is a travel agency operator. The Company is located in Hannover, Germany.;Energy and Power;Oil & Gas;Oil and gas exploration, production
335784040;Hoechst AG-European Fibres Business;Courtaulds PLC-European Fibres;26.05.1993;Completed;;Germany;Energy;360,57;;;;;;;British Pound;31.12.1992;198,41;;;;;;;;;;;;;;;;;;;;;Deutsche Mark;31.12.1992;Morgan Grenfell & Co Ltd;Advisory;;Deutsche Bank;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Cellulosic Manmade Fibers;Materials;Chemicals;;;;01.04.1994;;100;United Kingdom;Materials;Chemicals;Manufacture industrial fibers;Materials;Chemicals;Manufacture industrial fibers
334169040;Braunkohlenwerke Braudenburg Sachsen(Rheinbrau AG);Investor Group;17.05.1993;Status Unknown;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;Y;"Public
Priv.";N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;"05650Q
92339X
08520G
29267F";"Badenwerk AG
VEW AG
Berliner Kraft-und Licht
Energieversorgung Schwaben AG";"Public
Priv.";;;;Germany;Financials;Other Financials;Investor group;Materials;Metals & Mining;Coal mining
331586040;Th Goldschmidt AG;Ruetgerswerke AG(Ruhrkohle AG);29.04.1993;Withdrawn;;Germany;Energy;;;;;;;;-;;;;;;;;;;;102,51;544,31;77,05;-18,01;339,79;91,39;204,12;;;;;157,01;Deutsche Mark;31.12.1992;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Bituminous Coal And Lignite Surface Mining;Materials;Metals & Mining;;;;;;;Germany;Materials;Chemicals;"Manufacture adhesives, sealants, asbestos products and asphalt paving products; provide highway, street, bridge and tunnel construction services";Materials;Chemicals;"Manufacture industrial chemicals including silicones and polyurethane additives for coating materials, surfactants for cosmetics and foods, as well as industrial chemicals, polymers and metals; manufacture and wholesale metal welding systems"
330842040;Gesellschaft fuer Nebenbefriebe der Bundesautoba (Germany);Investors;07.04.1993;Status Unknown;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;Y;;N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;;;;;;;Germany;Financials;Other Financials;Investors;Energy and Power;Oil & Gas;Own and operate gasoline service stations
327960040;Hansa Rohstoffhandel GmbH- Duisburg Tank Farm;Oiltanking GmbH;30.03.1993;Status Unknown;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Petroleum And Petroleum Products Wholesalers, Except Bulk Stations And Terminals;Energy and Power;Oil & Gas;;;;;;;Germany;Energy and Power;Oil & Gas;Oiltanking GmbH, located in Hamburg, Germany, provides oil and gas storage services. It also offers support services such as storage infrastructure, dry bulk, outsourcing, and engineering, procurement, and construction services. It operates 72 terminals in 22 countries across Europe, North and South America, Middle East, and Asia. The Company was founded in 1972.;Energy and Power;Oil & Gas;Oil and gas exploration and production services
325205040;Hamker and Rieth GmbH;Castrol Ltd(Burmah Oil PLC);22.03.1988;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Petroleum Refining;Energy and Power;Petrochemicals;;;;22.03.1988;;100;United Kingdom;Energy and Power;Petrochemicals;Manufacture lubricants;Energy and Power;Petrochemicals;Manufacture metalworking oils
324442040;Thyssen Brennkraft Gmbh;Neste Oy;06.05.1989;Status Unknown;;Germany;Energy;4.376,29;446,17;1.330,17;422,02;421,96;3,59;8.555,39;Finnish Markka;31.12.1988;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Crude Petroleum And Natural Gas;Energy and Power;Oil & Gas;;;;;;;Finland;Energy and Power;Oil & Gas;Neste Oy is engaged in the crude petroleum and natural gas services business. The Company was founded in 1948 and is located in Espoo, Finland. Finland.;Energy and Power;Petrochemicals;Manufacture refined petroleum products
324398040;Leuna-Werke AG-Prolactin Division(Germany);Allied Signal Inc;24.02.1993;Status Unknown;;Germany;Energy;12.042,00;783;1.312,00;561;535;0,95;10.756,00;U.S. Dollar;31.12.1992;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;Goldman Sachs International;"Advisory
Rep. Government";;Goldman Sachs & Co;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Laboratory Analytical Instruments;Healthcare;Healthcare Equipment & Supplies;;;;;;;United States of America;Healthcare;Healthcare Equipment & Supplies;Allied Signal Inc, located in the United States, manufactures laboratory equipment, motor vehicle parts, industrial chemicals, plastics materialradio and television communication equipment.;Materials;Chemicals;Manufacture prolactin chemicals
322957040;Synfina-Oleofina-Manage Works (Petrofina);Isofoam SA;26.02.1990;Completed;;Germany;Energy;;;;;;;;-;;19,43;;;;;;;;;;;;;;;;;;;;;Belgian Franc;29.12.1990;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Plastics Products, Not Elsewhere Classified;Materials;Other Materials;;;;26.02.1990;;100;Belgium;Materials;Other Materials;Manufacture rigid polystyrene panels;Materials;Chemicals;Manufacture industrial inorganic chemicals
322366040;Katalysatorenwerke Huels(Huels AG);VEBA Kraftwerke Ruhr AG;19.02.1993;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Electric Services;Energy and Power;Power;;;;19.02.1993;;49;Germany;Energy and Power;Oil & Gas;Electric and gas utility;Materials;Chemicals;Manufacture industrial organic and inorganic chemicals
319671040;Hamburg Eggert (Mineraloelhandels GmbH Oilinvest Intl);Oilinvest International NV;01.02.1993;Completed;;Germany;Energy;;;;;;;;-;;741,24;;;;;;;;;;;;;;;;;;;;;Deutsche Mark;31.12.1992;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Crude Petroleum And Natural Gas;Energy and Power;Oil & Gas;;;;01.02.1993;;20;Libya;Energy and Power;Oil & Gas;"Oil and gas exploration and production; holding company";Energy and Power;Oil & Gas;Own and operate oil and oil products stores
309180040;Lausitzer Braunkohle AG (Germany);Investor Group;23.11.1992;Completed;1.232,70;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;1.369,67;1.369,67;1.369,67;1.369,67;;-;;;;;;;;;;;;;;;;;;;Shearman & Sterling;Counsel to Target;1.232.700;;;;Bid not referred;;;;;;;;;;;;;;;;Y;"Sub.
Public";N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;"922391
D24914
76206A";"VEBA AG
E ON SE
RWE Rheinbraun AG";"Priv.
Public
Sub.";06.09.1994;1.232,70;90;Germany;Financials;Other Financials;Investor group;Materials;Metals & Mining;Coal mining
308808040;Erdoelwerke Frisia GmbH- Selected Assets;Fluessiggas Terminal Emden;20.11.1992;Completed;3,74;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Natural Gas Transmission And Distribution;Energy and Power;Oil & Gas;;;;20.11.1992;3,74;100;Germany;Energy and Power;Petrochemicals;Petroleum refining;Energy and Power;Petrochemicals;Selected assets of Erdoelwerke Frisia GmbH, located in Germany.
308805040;Erdoelwerke Frisia GmbH- Production Plant;Undisclosed Libyan Refinery;20.11.1992;Completed;3,43;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Petroleum Refining;Energy and Power;Petrochemicals;;;;20.11.1992;3,43;100;Libya;Energy and Power;Petrochemicals;Oil refinery;Energy and Power;Petrochemicals;Petroleum production plant
306828040;Th Goldschmidt AG;VIAG AG;05.11.1992;Withdrawn;;Germany;Energy;15.569,63;94,75;930,47;565,24;189,86;0,38;12.914,65;Deutsche Mark;31.12.1991;868,19;39,45;10,14;38,88;74,15;0,09;67,26;35,77;27,86;90,52;561,18;;-137,15;353,06;;208,13;;;;;;Deutsche Mark;31.12.1991;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Electric Services;Energy and Power;Power;;;;;;;Germany;Energy and Power;Power;"Electric utility; gas utility; provide telecommunications services including fixed-network, mobile telephone and Internet services; manufacture specialty chemicals; manufacture semi-finished and finished aluminum products for the automobile, construction and packaging industries; manufacture packaging products including PET packaging, beverage cans, and White Cap closures as well as laboratory glass and container glass, and packaging for pharmaceutical products, cosmetics and specialty glass products; holding company";Materials;Chemicals;"Manufacture industrial chemicals including silicones and polyurethane additives for coating materials, surfactants for cosmetics and foods, as well as industrial chemicals, polymers and metals; manufacture and wholesale metal welding systems"
274145040;Deutsche Chemapol GmbH (Chemapol/Chechoslovakia,Helm AG);Chemapol(Czechoslovakia);01.10.1992;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Chemicals And Allied Products, Not Elsewhere Classified;Materials;Chemicals;;;;01.10.1992;;;Czechoslovakia;Materials;Chemicals;Wholesale and manufacture chemicals, petrochemicals and lubricating oils;Energy and Power;Oil & Gas;Oil and gas exploration and production
273583040;Rohoelaufsuchungs Gesellschaft;EVN AG;30.04.1992;Completed;;Germany;Energy;9.288,00;223;1.412,00;707;536;3,85;20.351,30;Austrian Schilling;31.08.1991;;;;;;;;;;;;;;;;;;;;;;Austrian Schilling;31.12.1991;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Electric Services;Energy and Power;Power;;;;31.12.1992;;50;Austria;Energy and Power;Power;EVN AG, located in Maria Enzersdorf, Austria, is an electric and gas utility company. It distributes electricity, natural gas, heat and water in Lower Austria. The Group operates in four segments: Electricity, Gas, Water and Heating, and Others. It was founded in 1922.;Energy and Power;Oil & Gas;Oil and gas exploration and production
273179040;Rohoelaufsuchungs Gesellschaft;OMV AG;05.08.1992;Withdrawn;143,87;Germany;Energy;6.522,32;59,45;517,28;160,75;132,43;0,54;6.085,26;Austrian Schilling;31.12.1991;;;;;;;;;;;;;;;;;;;;;;Austrian Schilling;31.12.1991;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Courier Services, Except By Air;Consumer Products and Services;Professional Services;;;;;143,87;;Austria;Energy and Power;Oil & Gas;OMV AG is engaged in the crude petroleum and natural gas services business. The Company is located in Vienna, Austria.;Energy and Power;Oil & Gas;Oil and gas exploration and production
271819040;Rositz Cracking Plant;Investor Group;06.05.1991;Status Unknown;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;Y;"Sub.
Public";N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;"780259
67616M";"Royal Dutch Shell PLC
OEIAG";"Public
Priv.";;;;Germany;Financials;Other Financials;Investor group;Energy and Power;Petrochemicals;Manufacture ethylene through cracking process
